gene_short_name,num_cells_expressed,gene_id,status,term,estimate,std_err,test_val,p_value,normalized_effect,model_component,q_value
SVBP,238,SVBP,OK,treatmentcontrol,-1.443505643,0.169873909,-8.497512348,6.17E-16,-2.060732127,count,2.20E-11
GCHFR,244,GCHFR,OK,treatmentcontrol,-1.427972108,0.17574704,-8.125155953,8.37E-15,-2.042586753,count,2.98E-10
PSIP1,285,PSIP1,OK,treatmentcontrol,-1.407015333,0.180691051,-7.78685676,8.38E-14,-2.018601545,count,2.97E-09
RPS27,342,RPS27,OK,treatmentcontrol,-1.382963622,0.091197068,-15.16456239,4.88E-40,-1.994688355,count,1.78E-35
BCL7C,246,BCL7C,OK,treatmentcontrol,-1.382712968,0.149384992,-9.256036697,2.44E-18,-1.97537429,count,8.74E-14
LSM6,237,LSM6,OK,treatmentcontrol,-1.355653718,0.180864884,-7.495394828,5.78E-13,-1.934612036,count,2.04E-08
BTG1,332,BTG1,OK,treatmentcontrol,-1.318984655,0.181133083,-7.281853952,2.31E-12,-1.89914731,count,8.14E-08
DHRS7,234,DHRS7,OK,treatmentcontrol,-1.328030478,0.217392495,-6.108906739,2.74E-09,-1.894967686,count,9.54E-05
DPM3,250,DPM3,OK,treatmentcontrol,-1.324616239,0.156606075,-8.45826856,8.15E-16,-1.892287536,count,2.90E-11
LSM2,249,LSM2,OK,treatmentcontrol,-1.300374496,0.144034148,-9.028237491,1.32E-17,-1.858987443,count,4.74E-13
ISYNA1,209,ISYNA1,OK,treatmentcontrol,-1.293038473,0.202072027,-6.398898917,5.19E-10,-1.843452268,count,1.81E-05
CLIC1,279,CLIC1,OK,treatmentcontrol,-1.279595132,0.141362573,-9.05186648,1.11E-17,-1.835159704,count,3.98E-13
TKT,322,TKT,OK,treatmentcontrol,-1.250620755,0.162455188,-7.69825066,1.52E-13,-1.801173595,count,5.37E-09
THRA,247,THRA,OK,treatmentcontrol,-1.236661709,0.163757321,-7.551794927,3.99E-13,-1.76633767,count,1.41E-08
SPSB3,201,SPSB3,OK,treatmentcontrol,-1.241634369,0.189972883,-6.535850527,2.32E-10,-1.76471163,count,8.10E-06
EBPL,269,EBPL,OK,treatmentcontrol,-1.230818776,0.124020032,-9.924354571,1.49E-20,-1.763466812,count,5.37E-16
CDH2,259,CDH2,OK,treatmentcontrol,-1.219593602,0.207003304,-5.89166249,9.20E-09,-1.746388933,count,0.000318601
EPB41L4A-AS1,294,EPB41L4A-AS1,OK,treatmentcontrol,-1.212138255,0.151208575,-8.016332753,1.77E-14,-1.741580388,count,6.28E-10
RNF187,232,RNF187,OK,treatmentcontrol,-1.209501573,0.168739,-7.167883975,4.77E-12,-1.727045035,count,1.68E-07
RTL8A,208,RTL8A,OK,treatmentcontrol,-1.206089432,0.164546581,-7.329775078,1.70E-12,-1.717842245,count,5.98E-08
ZNF22,240,ZNF22,OK,treatmentcontrol,-1.202175533,0.163647729,-7.346118024,1.53E-12,-1.713598375,count,5.38E-08
PAFAH1B3,242,PAFAH1B3,OK,treatmentcontrol,-1.188716379,0.147408959,-8.064071441,1.27E-14,-1.699880149,count,4.53E-10
VAMP2,287,VAMP2,OK,treatmentcontrol,-1.162753119,0.121708028,-9.553627104,2.58E-19,-1.671843861,count,9.27E-15
RSBN1,207,RSBN1,OK,treatmentcontrol,-1.173141235,0.19198433,-6.110609329,2.72E-09,-1.66598405,count,9.45E-05
PNRC1,321,PNRC1,OK,treatmentcontrol,-1.135104947,0.143143831,-7.92982092,3.19E-14,-1.633042371,count,1.13E-09
RHOC,241,RHOC,OK,treatmentcontrol,-1.13795249,0.161823492,-7.03205993,1.12E-11,-1.63051758,count,3.95E-07
ZNF580,241,ZNF580,OK,treatmentcontrol,-1.131079611,0.143741347,-7.868853551,4.82E-14,-1.619361332,count,1.71E-09
PHB2,297,PHB2,OK,treatmentcontrol,-1.120633007,0.101132062,-11.08088755,1.44E-24,-1.610555348,count,5.19E-20
HMGA1,205,HMGA1,OK,treatmentcontrol,-1.128444563,0.193396778,-5.834867439,1.26E-08,-1.607914854,count,0.000434216
ARF5,255,ARF5,OK,treatmentcontrol,-1.119646076,0.124791138,-8.972160132,2.00E-17,-1.602444092,count,7.15E-13
IFITM3,314,IFITM3,OK,treatmentcontrol,-1.111256406,0.165260379,-6.724276018,7.48E-11,-1.599569043,count,2.62E-06
LHX2,249,LHX2,OK,treatmentcontrol,-1.111498566,0.141434464,-7.858753331,5.16E-14,-1.593419572,count,1.83E-09
RAB34,214,RAB34,OK,treatmentcontrol,-1.11818215,0.189551635,-5.89908997,8.83E-09,-1.592352464,count,0.000305915
HMGN1,304,HMGN1,OK,treatmentcontrol,-1.106052543,0.130430866,-8.479990809,6.98E-16,-1.590374317,count,2.49E-11
NT5C,240,NT5C,OK,treatmentcontrol,-1.111881215,0.131181253,-8.475915492,7.19E-16,-1.588632056,count,2.56E-11
TMEM106C,263,TMEM106C,OK,treatmentcontrol,-1.104470762,0.17821883,-6.197273097,1.66E-09,-1.582875096,count,5.79E-05
HMGN3,333,HMGN3,OK,treatmentcontrol,-1.091850216,0.094604262,-11.54123705,3.18E-26,-1.572736855,count,1.15E-21
EIF3F,316,EIF3F,OK,treatmentcontrol,-1.083054704,0.085568264,-12.65720089,2.38E-30,-1.558749993,count,8.65E-26
MCRIP1,271,MCRIP1,OK,treatmentcontrol,-1.083584155,0.125879728,-8.608091032,2.80E-16,-1.552852743,count,1.00E-11
COL6A1,249,COL6A1,OK,treatmentcontrol,-1.078141695,0.185140285,-5.823377102,1.34E-08,-1.539453069,count,0.00046218
MTCH1,282,MTCH1,OK,treatmentcontrol,-1.066889382,0.136707974,-7.804148906,7.46E-14,-1.532410378,count,2.64E-09
JUND,333,JUND,OK,treatmentcontrol,-1.047772577,0.120288188,-8.710519222,1.34E-16,-1.510008947,count,4.80E-12
PRMT1,293,PRMT1,OK,treatmentcontrol,-1.050360673,0.135836493,-7.732536726,1.21E-13,-1.50678411,count,4.27E-09
TMEM134,227,TMEM134,OK,treatmentcontrol,-1.055003248,0.151448335,-6.966093392,1.69E-11,-1.503087993,count,5.96E-07
MYL6B,318,MYL6B,OK,treatmentcontrol,-1.042477926,0.083267487,-12.5196276,7.82E-30,-1.499699811,count,2.84E-25
POLR3GL,229,POLR3GL,OK,treatmentcontrol,-1.032773257,0.143884784,-7.177779515,4.48E-12,-1.473844046,count,1.58E-07
CCNB1IP1,244,CCNB1IP1,OK,treatmentcontrol,-1.030865787,0.14952583,-6.894232165,2.64E-11,-1.473690474,count,9.29E-07
ZNF511,223,ZNF511,OK,treatmentcontrol,-1.033816306,0.148267905,-6.972623658,1.63E-11,-1.469142509,count,5.72E-07
TADA3,210,TADA3,OK,treatmentcontrol,-1.032631097,0.163632475,-6.310673334,8.66E-10,-1.468469589,count,3.02E-05
PAGR1,228,PAGR1,OK,treatmentcontrol,-1.027110497,0.143718746,-7.146670305,5.46E-12,-1.467240619,count,1.92E-07
HMGN2,312,HMGN2,OK,treatmentcontrol,-1.017568662,0.116791633,-8.712684564,1.32E-16,-1.463466555,count,4.72E-12
MAZ,229,MAZ,OK,treatmentcontrol,-1.020365354,0.132363263,-7.708825931,1.41E-13,-1.458814233,count,5.00E-09
CBX1,255,CBX1,OK,treatmentcontrol,-1.018676813,0.167434808,-6.084020566,3.16E-09,-1.458197256,count,0.000109709
CDK4,241,CDK4,OK,treatmentcontrol,-1.020034955,0.140036465,-7.284066735,2.27E-12,-1.457532543,count,8.02E-08
LINC01578,295,LINC01578,OK,treatmentcontrol,-1.007552552,0.104064962,-9.681957665,9.69E-20,-1.447621808,count,3.48E-15
SELENOP,259,SELENOP,OK,treatmentcontrol,-1.009522148,0.163872441,-6.160414429,2.05E-09,-1.446834073,count,7.13E-05
TRIM28,204,TRIM28,OK,treatmentcontrol,-1.008019518,0.146295406,-6.890301947,2.71E-11,-1.436509889,count,9.51E-07
SMIM20,255,SMIM20,OK,treatmentcontrol,-1.00318158,0.143347281,-6.998260254,1.39E-11,-1.435032587,count,4.88E-07
ZSWIM7,238,ZSWIM7,OK,treatmentcontrol,-1.000851029,0.14325908,-6.986300826,1.49E-11,-1.428864073,count,5.25E-07
