gene_short_name,num_cells_expressed,gene_id,status,term,estimate,std_err,test_val,p_value,normalized_effect,model_component,q_value
ENO2,421,ENO2,OK,treatmentcontrol,-1.433838285,0.107002321,-13.40006717,8.05E-38,-2.016789914,count,1.88E-33
UNC119,203,UNC119,OK,treatmentcontrol,-1.477933604,0.207974386,-7.106325135,2.24E-12,-2.012109659,count,5.06E-08
VAMP2,522,VAMP2,OK,treatmentcontrol,-1.384145185,0.080129182,-17.27392139,8.24E-59,-1.969845369,count,3.01E-54
GRIA2,290,GRIA2,OK,treatmentcontrol,-1.41069944,0.167910691,-8.401486701,1.47E-16,-1.952946587,count,3.38E-12
ARF5,245,ARF5,OK,treatmentcontrol,-1.443531385,0.135886248,-10.62308663,4.56E-25,-1.951746748,count,1.06E-20
AL391650.1,300,AL391650.1,OK,treatmentcontrol,-1.413544465,0.134994301,-10.47114176,1.96E-24,-1.948185167,count,4.54E-20
PCSK1N,607,PCSK1N,OK,treatmentcontrol,-1.359891226,0.087707099,-15.50491624,8.03E-49,-1.946257285,count,1.88E-44
CCSAP,235,CCSAP,OK,treatmentcontrol,-1.426922193,0.145366984,-9.815999142,8.64E-22,-1.932739708,count,2.00E-17
SLC22A17,290,SLC22A17,OK,treatmentcontrol,-1.407997018,0.146148317,-9.634028279,4.44E-21,-1.928111451,count,1.03E-16
PAFAH1B3,398,PAFAH1B3,OK,treatmentcontrol,-1.368327461,0.0979479,-13.96995203,1.08E-40,-1.92406468,count,2.52E-36
PCDH10,202,PCDH10,OK,treatmentcontrol,-1.414277759,0.195517319,-7.233516538,9.26E-13,-1.918986547,count,2.09E-08
CHL1,212,CHL1,OK,treatmentcontrol,-1.412680059,0.205115763,-6.887233029,9.96E-12,-1.914799312,count,2.24E-07
CDKN2D,267,CDKN2D,OK,treatmentcontrol,-1.396426799,0.127259311,-10.97308152,1.49E-26,-1.913186907,count,3.48E-22
NME3,237,NME3,OK,treatmentcontrol,-1.396771584,0.155600222,-8.976668318,1.32E-18,-1.881816337,count,3.05E-14
NSG2,381,NSG2,OK,treatmentcontrol,-1.30981431,0.111590366,-11.73770065,6.36E-30,-1.851127278,count,1.48E-25
VEGFB,272,VEGFB,OK,treatmentcontrol,-1.336595737,0.132756829,-10.06799984,8.62E-23,-1.83279856,count,2.00E-18
CXADR,279,CXADR,OK,treatmentcontrol,-1.320509599,0.154052477,-8.571816705,3.75E-17,-1.820899592,count,8.61E-13
UCHL1,467,UCHL1,OK,treatmentcontrol,-1.271517381,0.087387895,-14.55026904,1.05E-43,-1.81016823,count,2.47E-39
PGP,301,PGP,OK,treatmentcontrol,-1.299232201,0.131691048,-9.865759426,5.50E-22,-1.782574889,count,1.27E-17
C4orf48,431,C4orf48,OK,treatmentcontrol,-1.259884977,0.086767181,-14.52029393,1.51E-43,-1.779635957,count,3.55E-39
CHCHD2,611,CHCHD2,OK,treatmentcontrol,-1.225608543,0.058934026,-20.79628056,2.69E-80,-1.75003838,count,9.84E-76
NSF,305,NSF,OK,treatmentcontrol,-1.261988028,0.120528299,-10.47047071,1.97E-24,-1.747472924,count,4.57E-20
TMEM59L,222,TMEM59L,OK,treatmentcontrol,-1.273256714,0.158873332,-8.01428848,3.03E-15,-1.731640068,count,6.91E-11
ITM2C,232,ITM2C,OK,treatmentcontrol,-1.27824979,0.164682928,-7.761884043,2.04E-14,-1.726804718,count,4.63E-10
REX1BD,343,REX1BD,OK,treatmentcontrol,-1.242037974,0.102747539,-12.08825034,1.59E-31,-1.726515061,count,3.71E-27
RPP21,222,RPP21,OK,treatmentcontrol,-1.28731153,0.14981328,-8.59277315,3.17E-17,-1.719613867,count,7.27E-13
APLP1,253,APLP1,OK,treatmentcontrol,-1.235952211,0.126754756,-9.750736408,1.56E-21,-1.691321387,count,3.61E-17
PAXX,264,PAXX,OK,treatmentcontrol,-1.23647884,0.127491333,-9.698532562,2.49E-21,-1.68307158,count,5.77E-17
STMN4,401,STMN4,OK,treatmentcontrol,-1.185473292,0.095599144,-12.40045925,5.56E-33,-1.677252311,count,1.30E-28
SELENOM,217,SELENOM,OK,treatmentcontrol,-1.239540537,0.157802549,-7.855009611,1.01E-14,-1.664921535,count,2.31E-10
THRA,315,THRA,OK,treatmentcontrol,-1.202442424,0.125319462,-9.595017463,6.28E-21,-1.657985494,count,1.45E-16
NAP1L3,235,NAP1L3,OK,treatmentcontrol,-1.191728809,0.148351803,-8.033126536,2.62E-15,-1.648973048,count,5.99E-11
H1F0,238,H1F0,OK,treatmentcontrol,-1.215149084,0.166307305,-7.306648865,5.54E-13,-1.645711666,count,1.25E-08
ATP5ME,420,ATP5ME,OK,treatmentcontrol,-1.165947312,0.089055875,-13.09231219,2.65E-36,-1.640137174,count,6.20E-32
PGRMC1,468,PGRMC1,OK,treatmentcontrol,-1.162350897,0.091105279,-12.75832652,1.10E-34,-1.638050955,count,2.58E-30
NRXN2,204,NRXN2,OK,treatmentcontrol,-1.217243325,0.171811431,-7.08476332,2.60E-12,-1.631811181,count,5.87E-08
TUBB3,558,TUBB3,OK,treatmentcontrol,-1.137062912,0.079675197,-14.27122809,3.02E-42,-1.631255784,count,7.07E-38
UCHL5,226,UCHL5,OK,treatmentcontrol,-1.211172924,0.13680716,-8.853139894,3.72E-18,-1.629532958,count,8.57E-14
RTN1,406,RTN1,OK,treatmentcontrol,-1.146722945,0.105345161,-10.88538789,3.54E-26,-1.627364385,count,8.25E-22
ARGLU1,655,ARGLU1,OK,treatmentcontrol,-1.141140877,0.090719623,-12.57876569,7.97E-34,-1.619896983,count,1.86E-29
HRAS,260,HRAS,OK,treatmentcontrol,-1.184658917,0.125737089,-9.421714212,2.90E-20,-1.619362046,count,6.69E-16
MAB21L1,599,MAB21L1,OK,treatmentcontrol,-1.130823714,0.077187144,-14.65041522,3.13E-44,-1.617988799,count,7.34E-40
TRIB2,219,TRIB2,OK,treatmentcontrol,-1.199148742,0.195510229,-6.133432255,1.23E-09,-1.612815542,count,2.72E-05
CCNL1,395,CCNL1,OK,treatmentcontrol,-1.139690672,0.19282572,-5.910470199,4.65E-09,-1.594033823,count,0.000102341
AK1,270,AK1,OK,treatmentcontrol,-1.16250535,0.122028459,-9.526510089,1.15E-20,-1.592617691,count,2.66E-16
CREBZF,295,CREBZF,OK,treatmentcontrol,-1.161706765,0.140071511,-8.293669128,3.46E-16,-1.592508178,count,7.92E-12
PAX6,758,PAX6,OK,treatmentcontrol,-1.102325321,0.072843962,-15.13269309,8.41E-47,-1.580746107,count,1.97E-42
VEGFA,394,VEGFA,OK,treatmentcontrol,-1.125490317,0.170848776,-6.587640497,7.16E-11,-1.579081946,count,1.60E-06
HIST3H2A,258,HIST3H2A,OK,treatmentcontrol,-1.150420597,0.132845273,-8.659853463,1.83E-17,-1.575664513,count,4.21E-13
AP1S1,254,AP1S1,OK,treatmentcontrol,-1.150712017,0.127068036,-9.05587319,6.78E-19,-1.570656491,count,1.56E-14
SNHG7,318,SNHG7,OK,treatmentcontrol,-1.134917371,0.112247834,-10.11081757,5.80E-23,-1.570182738,count,1.34E-18
CD24,354,CD24,OK,treatmentcontrol,-1.112362921,0.108540055,-10.24840945,1.61E-23,-1.568275336,count,3.73E-19
LHX9,257,LHX9,OK,treatmentcontrol,-1.108965132,0.158185856,-7.010520148,4.33E-12,-1.555890538,count,9.75E-08
ATP6V0B,544,ATP6V0B,OK,treatmentcontrol,-1.091416179,0.073291114,-14.89152121,1.65E-45,-1.552066661,count,3.86E-41
TPM1,229,TPM1,OK,treatmentcontrol,-1.143175584,0.164492489,-6.949712971,6.54E-12,-1.548409541,count,1.47E-07
CENPV,338,CENPV,OK,treatmentcontrol,-1.106176672,0.108852448,-10.16216628,3.60E-23,-1.538109091,count,8.35E-19
FEZ1,329,FEZ1,OK,treatmentcontrol,-1.101390191,0.104981713,-10.49125758,1.61E-24,-1.536270319,count,3.75E-20
TFAP2A,276,TFAP2A,OK,treatmentcontrol,-1.082067432,0.141873089,-7.62700974,5.51E-14,-1.534414032,count,1.25E-09
NORAD,383,NORAD,OK,treatmentcontrol,-1.093935513,0.105872806,-10.33254486,7.28E-24,-1.533381041,count,1.69E-19
AC027031.2,236,AC027031.2,OK,treatmentcontrol,-1.110717381,0.153706784,-7.226209218,9.75E-13,-1.532668949,count,2.20E-08
POP7,221,POP7,OK,treatmentcontrol,-1.137460474,0.131832585,-8.628067756,2.38E-17,-1.52525599,count,5.46E-13
SOGA3,238,SOGA3,OK,treatmentcontrol,-1.116128284,0.131465092,-8.489921309,7.26E-17,-1.51354619,count,1.67E-12
NDN,393,NDN,OK,treatmentcontrol,-1.078350782,0.090368165,-11.93286138,8.23E-31,-1.511257132,count,1.92E-26
ATP1B1,355,ATP1B1,OK,treatmentcontrol,-1.070772458,0.121629858,-8.803532937,5.62E-18,-1.508849723,count,1.29E-13
UBE2S,418,UBE2S,OK,treatmentcontrol,-1.069195171,0.08575727,-12.4676913,2.68E-33,-1.502510471,count,6.26E-29
CLTB,340,CLTB,OK,treatmentcontrol,-1.074376529,0.094289651,-11.39442679,2.18E-28,-1.501070851,count,5.08E-24
GAPDH,792,GAPDH,OK,treatmentcontrol,-1.038363486,0.062089498,-16.72365717,1.23E-55,-1.493047383,count,2.96E-51
COPRS,242,COPRS,OK,treatmentcontrol,-1.093935512,0.120965523,-9.043366124,7.54E-19,-1.491239051,count,1.74E-14
DPYSL3,287,DPYSL3,OK,treatmentcontrol,-1.067513085,0.113458357,-9.408853721,3.24E-20,-1.486223698,count,7.49E-16
PPDPF,330,PPDPF,OK,treatmentcontrol,-1.062680486,0.09732679,-10.91868424,2.55E-26,-1.484500643,count,5.95E-22
SPSB3,260,SPSB3,OK,treatmentcontrol,-1.09736604,0.14043228,-7.814200845,1.38E-14,-1.481652218,count,3.14E-10
ASAH1,366,ASAH1,OK,treatmentcontrol,-1.062579932,0.107649856,-9.870704624,5.26E-22,-1.478365987,count,1.22E-17
SV2A,259,SV2A,OK,treatmentcontrol,-1.068605896,0.137050623,-7.797161892,1.56E-14,-1.476108057,count,3.56E-10
MAPRE3,205,MAPRE3,OK,treatmentcontrol,-1.097366041,0.135190052,-8.117209976,1.37E-15,-1.475169803,count,3.14E-11
CBX5,417,CBX5,OK,treatmentcontrol,-1.049257469,0.102226693,-10.26402638,1.39E-23,-1.474873133,count,3.22E-19
TMEM160,320,TMEM160,OK,treatmentcontrol,-1.06132611,0.100194668,-10.59264061,6.11E-25,-1.474739369,count,1.42E-20
COL6A1,309,COL6A1,OK,treatmentcontrol,-1.067674258,0.143536576,-7.438342801,2.17E-13,-1.472804759,count,4.91E-09
FLYWCH2,230,FLYWCH2,OK,treatmentcontrol,-1.076998734,0.122979798,-8.757525623,8.22E-18,-1.453352008,count,1.89E-13
TMSB15A,230,TMSB15A,OK,treatmentcontrol,-1.060094653,0.136498787,-7.766330199,1.97E-14,-1.452837744,count,4.48E-10
TIMM17B,218,TIMM17B,OK,treatmentcontrol,-1.07631262,0.134650867,-7.993358277,3.55E-15,-1.449294082,count,8.11E-11
TMEM30A,219,TMEM30A,OK,treatmentcontrol,-1.069195171,0.147183936,-7.264346907,7.46E-13,-1.443992431,count,1.69E-08
ARL16,281,ARL16,OK,treatmentcontrol,-1.043621766,0.115671266,-9.02230778,9.01E-19,-1.433109307,count,2.08E-14
VPS36,248,VPS36,OK,treatmentcontrol,-1.048913672,0.137044426,-7.653822234,4.53E-14,-1.429442219,count,1.03E-09
MLLT11,522,MLLT11,OK,treatmentcontrol,-1.000662325,0.074232497,-13.48011125,3.21E-38,-1.426827054,count,7.52E-34
MRPL34,209,MRPL34,OK,treatmentcontrol,-1.061647955,0.135145562,-7.855588746,1.01E-14,-1.423963012,count,2.30E-10
ATXN7L3B,449,ATXN7L3B,OK,treatmentcontrol,-1.002438448,0.080315358,-12.48127973,2.31E-33,-1.414191619,count,5.40E-29
DCTN1,213,DCTN1,OK,treatmentcontrol,-1.041677136,0.143059396,-7.2814311,6.61E-13,-1.40127974,count,1.50E-08
CISD1,293,CISD1,OK,treatmentcontrol,-1.007214947,0.102773208,-9.800364947,9.96E-22,-1.399724966,count,2.31E-17
MPC2,321,MPC2,OK,treatmentcontrol,-1.000855148,0.104412292,-9.585606482,6.83E-21,-1.394436993,count,1.58E-16
CLSTN1,354,CLSTN1,OK,treatmentcontrol,-1.000373782,0.131932855,-7.582446235,7.64E-14,-1.391358455,count,1.73E-09
CDK5R1,210,CDK5R1,OK,treatmentcontrol,-1.026355012,0.144556581,-7.100022723,2.34E-12,-1.383076854,count,5.29E-08
C8orf33,213,C8orf33,OK,treatmentcontrol,-1.032827527,0.15403278,-6.705245,3.33E-11,-1.382366486,count,7.46E-07
TLE4,229,TLE4,OK,treatmentcontrol,-1.005175995,0.161955364,-6.20650019,7.88E-10,-1.380756803,count,1.75E-05
HIST2H2AC,209,HIST2H2AC,OK,treatmentcontrol,-1.023258076,0.150823248,-6.784485066,1.98E-11,-1.380222789,count,4.44E-07
CYC1,258,CYC1,OK,treatmentcontrol,-1.003337085,0.124215932,-8.077362303,1.87E-15,-1.36980346,count,4.26E-11
ABHD14A,247,ABHD14A,OK,treatmentcontrol,-1.003337081,0.131346315,-7.638867405,5.05E-14,-1.369803455,count,1.15E-09
RRAGA,242,RRAGA,OK,treatmentcontrol,-1.004992714,0.122490482,-8.204659622,6.95E-16,-1.361426202,count,1.59E-11
